comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,cadence,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
,,None,None,10: Que le direz de pardon estre digne.,None,"Où est ce temps, dictes, mademoiselle",None,46,None,S,,None,,None,G,None,None,47,None,T,None,True,None,None,None,22/08/2013 11:19:45,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,None,10: Que le direz de pardon estre digne.,None,"Où est ce temps, dictes, mademoiselle",None,42,None,None,,None,,None,None,None,None,47,10,None,None,False,None,None,None,22/08/2013 11:19:10,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,"9: Du malfaicteur prendray telle vengeance,",None,"Où est ce temps, dictes, mademoiselle",None,35,None,None,,None,,None,None,None,None,42,9,None,None,False,None,None,None,22/08/2013 11:18:41,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
All but the last bar of Phrase 10 are the same as Phrase 2. Bar 46 is different because of the preparation for the final cadence.,,None,None,10: Que le direz de pardon estre digne.,None,"Où est ce temps, dictes, mademoiselle",None,42,None,None,,None,,None,None,None,None,45,2,None,None,False,None,None,None,22/08/2013 11:17:36,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"9: Du malfaicteur prendray telle vengeance,",None,"Où est ce temps, dictes, mademoiselle",None,35,None,None,,None,,None,None,None,None,42,1,None,None,False,None,None,None,22/08/2013 11:14:04,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"9: Du malfaicteur prendray telle vengeance,",None,"Où est ce temps, dictes, mademoiselle",None,34,None,None,,None,,None,None,None,None,34,None,None,None,False,None,None,None,22/08/2013 11:11:06,None,None,"Bazinet, Genevieve",None,Text Pause,None,None,None,None,None,None,None
,,S,None,"8: Dictes le moy, et vous monstrez benigne,",None,"Où est ce temps, dictes, mademoiselle",None,30,T,None,,None,,None,None,None,None,31,None,None,None,False,None,None,None,22/08/2013 11:10:24,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,"8: Dictes le moy, et vous monstrez benigne,",None,"Où est ce temps, dictes, mademoiselle",None,32,None,S,,None,,None,G,None,None,33,None,T,None,True,None,None,None,22/08/2013 11:08:55,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,HR Simple,"8: Dictes le moy, et vous monstrez benigne,",None,"Où est ce temps, dictes, mademoiselle",None,30,None,None,,None,,None,None,None,None,31,None,None,None,False,None,None,None,22/08/2013 11:07:50,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,PEn,"8: Dictes le moy, et vous monstrez benigne,",T,"Où est ce temps, dictes, mademoiselle",None,27,None,None,,None,,None,None,None,None,29,None,None,None,False,None,Ct,B,22/08/2013 11:04:40,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,S,None,T
,,None,None,"7: Mais s'advenu m'estoit par ignorance,",None,"Où est ce temps, dictes, mademoiselle",None,26,None,S,Evaded,None,,None,A,None,None,27,None,T,None,True,None,None,None,22/08/2013 11:02:25,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,None,"7: Mais s'advenu m'estoit par ignorance,",None,"Où est ce temps, dictes, mademoiselle",None,23,None,None,,None,,None,None,None,None,25,None,None,T,False,None,None,None,22/08/2013 11:01:35,None,None,"Bazinet, Genevieve",None,None,None,B,None,None,None,None,None
,,None,None,"6: A vous servir, helas non, que je pense?",None,"Où est ce temps, dictes, mademoiselle",None,23,None,None,,None,,None,D,None,None,23,None,None,None,True,None,None,None,22/08/2013 10:59:37,None,None,"Bazinet, Genevieve",None,None,None,None,Plagal,None,None,None,None
,Stretto Fuga,None,PEn,"6: A vous servir, helas non, que je pense?",None,"Où est ce temps, dictes, mademoiselle",None,17,None,None,,Ct,,None,None,None,None,20,None,None,None,False,None,T,S,22/08/2013 10:57:38,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,B,None,Ct
,,None,None,5: Ay-je m'espris encontre le debvoir,None,"Où est ce temps, dictes, mademoiselle",None,16,None,S,,None,,None,D,None,None,17,None,T,None,True,None,None,None,22/08/2013 10:54:41,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,HR Simple,5: Ay-je m'espris encontre le debvoir,None,"Où est ce temps, dictes, mademoiselle",None,14,None,None,,None,,None,None,None,None,15,None,None,S,False,None,None,None,22/08/2013 10:52:51,None,None,"Bazinet, Genevieve",None,None,None,Ct,None,None,None,None,None
,,None,None,"2: Que ne pouviez estre un jour sans me voir,",None,"Où est ce temps, dictes, mademoiselle",None,13,None,None,,None,,None,None,None,None,13,None,None,None,False,None,None,None,22/08/2013 10:50:02,None,None,"Bazinet, Genevieve",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"4: Qui voz plaisirs preniez tous à m'avoir,",None,"Où est ce temps, dictes, mademoiselle",None,8,None,None,,None,,None,None,None,None,14,2,None,None,False,None,None,None,22/08/2013 10:49:33,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"3: N'estes vous plus? las à quoy tient il, celle",None,"Où est ce temps, dictes, mademoiselle",None,1,None,None,,None,,None,None,None,None,8,1,None,None,False,None,None,None,22/08/2013 10:48:22,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"2: Que ne pouviez estre un jour sans me voir,",None,"Où est ce temps, dictes, mademoiselle",None,12,None,S,,None,,None,D,None,None,13,None,T,None,True,None,None,None,22/08/2013 10:47:27,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,None,"2: Que ne pouviez estre un jour sans me voir,",None,"Où est ce temps, dictes, mademoiselle",None,11,None,None,,None,,None,None,None,None,11,None,None,Ct,False,None,None,None,22/08/2013 10:46:45,None,None,"Bazinet, Genevieve",None,None,None,T,None,None,None,None,None
,,None,None,"2: Que ne pouviez estre un jour sans me voir,",None,"Où est ce temps, dictes, mademoiselle",None,9,None,None,,None,,None,None,None,None,10,None,None,S,False,None,None,None,22/08/2013 10:45:37,None,None,"Bazinet, Genevieve",None,None,None,Ct,None,None,None,None,None
,,None,None,"1: Ou est ce temps dictes madamoiselle,",None,"Où est ce temps, dictes, mademoiselle",None,7,None,S,,None,,None,D,None,None,8,None,T,None,True,None,None,None,22/08/2013 10:43:46,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,PEn,"1: Ou est ce temps dictes madamoiselle,",None,"Où est ce temps, dictes, mademoiselle",None,4,None,None,,None,,None,None,None,None,5,None,None,None,False,Ct,S,B,22/08/2013 10:41:20,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,Ct
,Stretto Fuga,None,FI,"1: Ou est ce temps dictes madamoiselle,",None,"Où est ce temps, dictes, mademoiselle",None,3,None,None,,None,,None,None,None,None,4,None,None,None,False,T,None,S,22/08/2013 10:39:05,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,T
,,None,HR Stagger,"1: Ou est ce temps dictes madamoiselle,",None,"Où est ce temps, dictes, mademoiselle",None,2,None,None,,None,,None,None,None,None,3,None,None,None,False,None,None,None,22/08/2013 10:35:43,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,HR Simple,"1: Ou est ce temps dictes madamoiselle,",None,"Où est ce temps, dictes, mademoiselle",None,1,None,None,,None,,None,None,None,None,2,None,None,None,False,None,None,None,22/08/2013 10:35:17,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,11: Me regrettant te mauldira m’amie.,None,Or à ce jour le verd may se termine,None,50,None,None,,None,,None,None,None,None,57,11,None,None,False,None,None,None,21/08/2013 12:20:43,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,11: Me regrettant te mauldira m’amie.,None,Or à ce jour le verd may se termine,None,56,None,S,,None,,None,D,None,None,57,None,T,None,True,None,None,None,21/08/2013 12:20:04,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,None,11: Me regrettant te mauldira m’amie.,None,Or à ce jour le verd may se termine,None,53,None,T,"Displaced, Inverted, Evaded",None,,None,A,None,None,54,None,Ct,None,True,None,None,None,21/08/2013 12:19:28,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,HR Stagger,11: Me regrettant te mauldira m’amie.,None,Or à ce jour le verd may se termine,None,50,None,None,,None,,None,None,None,None,51,None,None,None,False,None,None,None,21/08/2013 12:17:39,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,"10: Ha fin de may facheuse quantesfois,",None,Or à ce jour le verd may se termine,None,47,None,None,,None,,None,None,None,None,50,10,None,None,False,None,None,None,21/08/2013 12:16:44,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,"10: Ha fin de may facheuse quantesfois,",None,Or à ce jour le verd may se termine,None,49,None,None,,None,,None,None,None,None,50,None,None,None,True,None,None,None,21/08/2013 12:16:13,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,None,HR Simple,"10: Ha fin de may facheuse quantesfois,",None,Or à ce jour le verd may se termine,None,47,None,None,,None,,None,None,None,None,50,None,None,None,False,None,None,None,21/08/2013 12:15:34,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,"9: Adieu beau may adieu le plaisant moys,",None,Or à ce jour le verd may se termine,None,44,None,None,,None,,None,None,None,None,47,9,None,None,False,None,None,None,21/08/2013 12:14:44,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,"9: Adieu beau may adieu le plaisant moys,",None,Or à ce jour le verd may se termine,None,47,None,None,,None,,None,None,None,None,47,None,None,None,True,None,None,None,21/08/2013 12:13:15,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,None,HR Simple,"9: Adieu beau may adieu le plaisant moys,",None,Or à ce jour le verd may se termine,None,46,None,None,,None,,None,None,None,None,47,None,None,None,False,None,None,None,21/08/2013 12:12:24,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,"8: Dont ja commence à m’ennuyer ma vie,",None,Or à ce jour le verd may se termine,None,42,None,S,,None,,None,A,None,None,43,None,T,None,True,None,None,None,21/08/2013 12:09:32,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,None,"8: Dont ja commence à m’ennuyer ma vie,",None,Or à ce jour le verd may se termine,None,40,None,Ct,"Displaced, Inverted",None,,None,D,None,None,41,None,S,None,True,None,None,None,21/08/2013 12:08:00,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,None,"8: Dont ja commence à m’ennuyer ma vie,",None,Or à ce jour le verd may se termine,None,36,None,None,,None,,None,None,None,None,37,None,None,None,False,None,None,None,21/08/2013 12:05:57,None,None,"Bazinet, Genevieve",None,Text Overlap,None,None,None,None,None,None,None
Ct anticipates the FI between T and S.,,None,FI,"8: Dont ja commence à m’ennuyer ma vie,",None,Or à ce jour le verd may se termine,None,37,None,None,,None,,None,None,None,None,38,None,None,None,False,S,None,T,21/08/2013 12:05:24,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,S
,,None,None,"7: Plus ne voirray ce que voir je soulois,",None,Or à ce jour le verd may se termine,None,36,None,S,,None,,None,F,None,None,37,None,T,None,True,None,None,None,21/08/2013 12:02:37,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
"Phrase 7 is stated twice, the second (bar 32-37) is a variation of the first with all four voices, versus the reduced, 3-part texture of the first statement.",,None,None,"7: Plus ne voirray ce que voir je soulois,",None,Or à ce jour le verd may se termine,None,29,None,None,,None,,None,None,None,None,37,7,None,None,False,None,None,None,21/08/2013 12:01:39,None,Varied,"Bazinet, Genevieve",None,None,None,None,None,None,None,Other,None
,,None,FI,"7: Plus ne voirray ce que voir je soulois,",None,Or à ce jour le verd may se termine,None,32,None,None,,None,,None,None,None,None,34,None,None,None,False,None,T,B,21/08/2013 11:58:58,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,S,None,Ct
,,None,None,"7: Plus ne voirray ce que voir je soulois,",None,Or à ce jour le verd may se termine,None,30,None,None,,None,,None,None,None,None,30,None,None,Ct,False,None,None,None,21/08/2013 11:56:46,None,None,"Bazinet, Genevieve",None,None,None,T,None,None,None,None,None
,"Invertible Counterpoint, Stretto Fuga",None,PEn Tonal,"7: Plus ne voirray ce que voir je soulois,",None,Or à ce jour le verd may se termine,None,29,None,None,,None,,None,None,None,None,30,None,None,None,False,S,T,Ct,21/08/2013 11:55:56,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,S
,,None,None,"7: Plus ne voirray ce que voir je soulois,",None,Or à ce jour le verd may se termine,None,29,None,None,,None,,None,None,None,None,30,None,None,None,False,None,None,None,21/08/2013 11:51:53,None,None,"Bazinet, Genevieve",None,Text Overlap,None,None,None,None,None,None,None
,,None,None,"6: Voyant le temps approcher que m’en vois,",None,Or à ce jour le verd may se termine,None,28,None,S,,None,,None,D,None,None,29,None,T,None,True,None,None,None,21/08/2013 11:51:12,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
Musical rhyme which echoes the end of phrases 2 and 4.,,None,None,"5: Mes plaisirs sont souspirer sans me faindre,",None,Or à ce jour le verd may se termine,None,25,None,None,,None,,None,None,None,None,25,None,None,None,True,None,None,None,21/08/2013 11:47:59,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,None,HR Simple,"5: Mes plaisirs sont souspirer sans me faindre,",None,Or à ce jour le verd may se termine,None,22,None,None,,None,,None,None,None,None,25,None,None,None,False,None,None,None,21/08/2013 11:46:30,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
"Echo of NoCadence in bar 12-13, echoes the rhyme of the texts: ""plaindre"" to ""peindre""",,None,None,"4: Plus n’ay raison en mes couleurs le peindre,",None,Or à ce jour le verd may se termine,None,22,None,None,,None,,None,A,None,None,22,None,None,None,True,None,None,None,21/08/2013 11:44:28,None,None,"Bazinet, Genevieve",None,None,None,None,Plagal,None,None,None,None
,,None,None,"4: Plus n’ay raison en mes couleurs le peindre,",None,Or à ce jour le verd may se termine,None,18,None,None,,None,,None,None,None,None,21,None,None,None,False,None,None,None,21/08/2013 11:42:30,B,None,"Bazinet, Genevieve",None,None,Ct,None,None,None,None,None,None
,,None,HR Stagger,"4: Plus n’ay raison en mes couleurs le peindre,",None,Or à ce jour le verd may se termine,None,18,None,None,,None,,None,None,None,None,19,None,None,None,False,None,None,None,21/08/2013 11:40:43,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,"3: Las est à moy tout mon verd si se fine,",None,Or à ce jour le verd may se termine,None,17,None,T,"Displaced, Inverted, Evaded",None,,None,A,None,None,18,None,Ct,None,True,None,None,None,21/08/2013 11:38:29,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,HR Stagger,"3: Las est à moy tout mon verd si se fine,",None,Or à ce jour le verd may se termine,None,14,None,None,,None,,None,None,None,None,16,None,None,None,False,None,None,None,21/08/2013 11:37:03,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
"Text Declamation on word ""Las"": full sonorities and long held note.",,None,None,"3: Las est à moy tout mon verd si se fine,",None,Or à ce jour le verd may se termine,None,13,None,None,,None,,None,None,None,None,13,None,None,None,False,None,None,None,21/08/2013 11:36:28,None,None,"Bazinet, Genevieve",None,Text Declamation,None,None,None,None,None,None,None
"not really a cadence (although could be plagal to A), but held sonorities -A/E/A/C# which then move to B-flat/D/F/F.",,None,None,"2: N’en oys tu pas le Rossignol se plaindre,",None,Or à ce jour le verd may se termine,None,12,None,None,,None,,None,None,None,None,13,None,None,None,True,None,None,None,21/08/2013 11:33:56,None,None,"Bazinet, Genevieve",None,Text Representation,None,None,NoCadence,None,None,None,None
Text Reprise: The whole text phrase is repeated in bars 10-13.,,None,HR Simple,"2: N’en oys tu pas le Rossignol se plaindre,",None,Or à ce jour le verd may se termine,None,10,None,None,,None,,None,None,None,None,13,2,None,None,False,None,None,None,21/08/2013 11:30:32,B,Varied,"Bazinet, Genevieve",None,None,Ct,None,None,None,None,Other,None
,,Ct,HR Stagger,"2: N’en oys tu pas le Rossignol se plaindre,",None,Or à ce jour le verd may se termine,None,5,B,None,,None,,None,None,None,None,7,None,None,None,False,None,None,None,21/08/2013 11:23:00,B,None,"Bazinet, Genevieve",None,None,T,None,None,None,None,None,None
,,None,None,"1: Or à ce jour le verd may se termine,",None,Or à ce jour le verd may se termine,None,4,None,S,,None,,None,A,None,None,5,None,T,None,True,None,None,None,21/08/2013 11:19:18,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
